Index,Text,Label
2739,Can't stop smiling today!,1
2740,Missing those happy times.,0
2741,Today is an amazing day!,1
2742,My heart is so full of love.,2
2743,What a pleasant surprise!,5
2744,I'm so frustrated right now!,3
2745,I love you more than words can say.,2
2746,How can people be so inconsiderate?,3
2747,All I feel is emptiness.,0
2748,I'm feeling low.,0
2749,My heart skips a beat every time I see you.,2
2750,"I don't know what to do, I'm so afraid.",4
2751,This is terrifying!,4
2752,Feeling so down today.,0
2753,Feeling so down today.,0
2754,"I can't breathe, I'm so scared.",4
2755,People are just the worst sometimes!,3
2756,Love makes everything better.,2
2757,This is terrifying!,4
2758,This is terrifying!,4
2759,My heart is so full of love.,2
2760,Life just feels so unfair right now.,0
2761,This is completely unexpected!,5
2762,My heart skips a beat every time I see you.,2
2763,So angry I could scream!,3
2764,Totally caught off guard by this!,5
2765,All I feel is emptiness.,0
2766,I can't stop shaking from fear.,4
2767,Today is an amazing day!,1
2768,What a wonderful day!,1
2769,My heart skips a beat every time I see you.,2
2770,My heart skips a beat every time I see you.,2
2771,I'm feeling low.,0
2772,"I don't know what to do, I'm so afraid.",4
2773,The fear is overwhelming.,4
2774,Surprised in the best way possible!,5
2775,Everything is just perfect.,1
2776,Why does everything feel so hopeless?,0
2777,I can't imagine life without you.,2
2778,I'm so frustrated right now!,3
2779,Feeling so down today.,0
2780,All I feel is emptiness.,0
2781,What a shock!,5
2782,What a pleasant surprise!,5
2783,This is completely unexpected!,5
2784,This is beyond frustrating.,3
2785,This is terrifying!,4
2786,Life is beautiful!,1
2787,All I feel is emptiness.,0
2788,I can't take this anymore!,3
2789,What a wonderful day!,1
2790,I can't stop shaking from fear.,4
2791,I am so happy right now!,1
2792,I can't stop crying.,0
2793,I can't believe this just happened!,5
2794,I'm feeling low.,0
2795,I wish I could escape this sadness.,0
2796,People are just the worst sometimes!,3
2797,My heart skips a beat every time I see you.,2
2798,Love is all we need.,2
2799,This is completely unexpected!,5
2800,I'm frozen in fear.,4
2801,I can't believe this is happening!,3
2802,I love you more than words can say.,2
2803,I can't stop shaking from fear.,4
2804,Why does everything feel so hopeless?,0
2805,Everything feels grey today.,0
2806,Today is an amazing day!,1
2807,Feeling on top of the world!,1
2808,People are just the worst sometimes!,3
2809,I'm feeling low.,0
2810,This is beyond frustrating.,3
2811,I'm frozen in fear.,4
2812,I can't believe this is happening!,3
2813,Love is the best feeling.,2
2814,My heart is so full of love.,2
2815,I can't believe this is happening!,3
2816,Missing those happy times.,0
2817,"I can't breathe, I'm so scared.",4
2818,What a shock!,5
2819,I'm frozen in fear.,4
2820,My heart is so full of love.,2
2821,Life is beautiful!,1
2822,Why does everything feel so hopeless?,0
2823,Fear is taking over me.,4
2824,I'm so scared right now.,4
2825,How can people be so inconsiderate?,3
2826,Falling in love all over again.,2
2827,I never expected this outcome!,5
2828,Everything is just perfect.,1
2829,Things never go my way.,0
2830,This is completely unexpected!,5
2831,I can't imagine life without you.,2
2832,I'm so frustrated right now!,3
2833,I am so happy right now!,1
2834,What a shock!,5
2835,I'm so grateful for everything!,1
2836,"I don't know what to do, I'm so afraid.",4
2837,I can't stop crying.,0
2838,I am so happy right now!,1
2839,Things never go my way.,0
2840,I can't believe this just happened!,5
2841,I can't take this anymore!,3
2842,I'm so scared right now.,4
2843,Feeling so down today.,0
2844,This is infuriating!,3
2845,I can't believe this is happening!,3
2846,I can't imagine life without you.,2
2847,My heart skips a beat every time I see you.,2
2848,Life just feels so unfair right now.,0
2849,I can't stop crying.,0
2850,You complete me.,2
2851,I can't stop crying.,0
2852,I am so happy right now!,1
2853,Surprised in the best way possible!,5
2854,I am so happy right now!,1
2855,I love you more than words can say.,2
2856,My heart skips a beat every time I see you.,2
2857,This has blown my mind!,5
2858,I can't stop crying.,0
2859,Things never go my way.,0
2860,Things never go my way.,0
2861,You complete me.,2
2862,I can't believe this is happening!,3
2863,Can't stop smiling today!,1
2864,"I don't know what to do, I'm so afraid.",4
2865,I'm frozen in fear.,4
2866,Things never go my way.,0
2867,I'm about to explode with anger.,3
2868,Today is an amazing day!,1
2869,This is my worst nightmare.,4
2870,Totally caught off guard by this!,5
2871,People are just the worst sometimes!,3
2872,"Wow, I didn't see that coming!",5
2873,Everything feels grey today.,0
2874,How can people be so inconsiderate?,3
2875,Fear is taking over me.,4
2876,This is infuriating!,3
2877,This is beyond frustrating.,3
2878,I can't believe this just happened!,5
2879,Falling in love all over again.,2
2880,What a wonderful day!,1
2881,I can't take this anymore!,3
2882,I can't stop shaking from fear.,4
2883,Surprised in the best way possible!,5
2884,You complete me.,2
2885,I am so happy right now!,1
2886,I never expected this outcome!,5
2887,What a wonderful day!,1
2888,Feeling on top of the world!,1
2889,I'm frozen in fear.,4
2890,This has blown my mind!,5
2891,"Wow, I didn't see that coming!",5
2892,What a shock!,5
2893,I never expected this outcome!,5
2894,I can't believe this just happened!,5
2895,I'm frozen in fear.,4
2896,So angry I could scream!,3
2897,I can't stop crying.,0
2898,Missing those happy times.,0
2899,Feeling on top of the world!,1
2900,Everything feels grey today.,0
2901,I'm so frustrated right now!,3
2902,Today is an amazing day!,1
2903,Fear is taking over me.,4
2904,I can't take this anymore!,3
2905,This has blown my mind!,5
2906,Life just feels so unfair right now.,0
2907,I'm feeling low.,0
2908,Falling in love all over again.,2
2909,People are just the worst sometimes!,3
2910,Why does fear control me like this?,4
2911,Feeling on top of the world!,1
2912,Everything feels grey today.,0
2913,Love is all we need.,2
2914,Everything is just perfect.,1
2915,I am so happy right now!,1
2916,I can't believe this is happening!,3
2917,I can't stop shaking from fear.,4
2918,Can't stop smiling today!,1
2919,What a pleasant surprise!,5
2920,Love is all we need.,2
2921,I'm feeling low.,0
2922,What a wonderful day!,1
2923,"I don't know what to do, I'm so afraid.",4
2924,How can people be so inconsiderate?,3
2925,Happiness is all around!,1
2926,I feel blessed!,1
2927,Feeling on top of the world!,1
2928,Everything is just perfect.,1
2929,"I don't know what to do, I'm so afraid.",4
2930,Falling in love all over again.,2
2931,Happiness is all around!,1
2932,Surprised in the best way possible!,5
2933,Love makes everything better.,2
2934,Happiness is all around!,1
2935,Falling in love all over again.,2
2936,The fear is overwhelming.,4
2937,This is absolutely unacceptable!,3
2938,I can't take this anymore!,3
2939,Love is the best feeling.,2
2940,Feeling on top of the world!,1
2941,Love is the best feeling.,2
2942,I love you more than words can say.,2
2943,What a pleasant surprise!,5
2944,Can't stop smiling today!,1
2945,Feeling on top of the world!,1
2946,Happiness is all around!,1
2947,Everything is just perfect.,1
2948,All I feel is emptiness.,0
2949,I am so happy right now!,1
2950,Life is beautiful!,1
2951,You mean the world to me.,2
2952,My heart skips a beat every time I see you.,2
2953,I'm so frustrated right now!,3
2954,This is beyond frustrating.,3
2955,The fear is overwhelming.,4
2956,This is beyond frustrating.,3
2957,How can people be so inconsiderate?,3
2958,Feeling so down today.,0
2959,So angry I could scream!,3
2960,I'm so grateful for everything!,1
2961,What a wonderful day!,1
2962,I'm frozen in fear.,4
2963,This is my worst nightmare.,4
2964,I am so happy right now!,1
2965,Why does everything feel so hopeless?,0
2966,Everything is just perfect.,1
2967,What a wonderful day!,1
2968,Why does fear control me like this?,4
2969,Happiness is all around!,1
2970,I'm so scared right now.,4
2971,My heart is so full of love.,2
2972,Things never go my way.,0
2973,Love is the best feeling.,2
2974,My heart skips a beat every time I see you.,2
2975,I'm feeling low.,0
2976,Missing those happy times.,0
2977,Falling in love all over again.,2
2978,Life is beautiful!,1
2979,This is beyond frustrating.,3
2980,I can't believe this is happening!,3
2981,The fear is overwhelming.,4
2982,What a shock!,5
2983,Today is an amazing day!,1
2984,So angry I could scream!,3
2985,What a shock!,5
2986,Love is the best feeling.,2
2987,How can people be so inconsiderate?,3
2988,Love is the best feeling.,2
2989,What a shock!,5
2990,This is beyond frustrating.,3
2991,This is terrifying!,4
2992,How can people be so inconsiderate?,3
2993,Falling in love all over again.,2
2994,Life just feels so unfair right now.,0
2995,This is terrifying!,4
2996,This is beyond frustrating.,3
2997,Feeling so down today.,0
2998,Life just feels so unfair right now.,0
2999,You complete me.,2
3000,Falling in love all over again.,2
3001,I can't stop shaking from fear.,4
3002,The fear is overwhelming.,4
3003,Love is the best feeling.,2
3004,Why does everything feel so hopeless?,0
3005,Love is all we need.,2
3006,How can people be so inconsiderate?,3
3007,I feel blessed!,1
3008,Fear is taking over me.,4
3009,All I feel is emptiness.,0
3010,I love you more than words can say.,2
3011,Love is all we need.,2
3012,Happiness is all around!,1
3013,Everything feels grey today.,0
3014,This is terrifying!,4
3015,I'm so grateful for everything!,1
3016,This is my worst nightmare.,4
3017,This has blown my mind!,5
3018,Fear is taking over me.,4
3019,This is beyond frustrating.,3
3020,I'm frozen in fear.,4
3021,I'm feeling low.,0
3022,I wish I could escape this sadness.,0
3023,How can people be so inconsiderate?,3
3024,Life is beautiful!,1
3025,Everything feels grey today.,0
3026,I can't take this anymore!,3
3027,Life just feels so unfair right now.,0
3028,I love you more than words can say.,2
3029,So angry I could scream!,3
3030,Love is the best feeling.,2
3031,This is my worst nightmare.,4
3032,What a pleasant surprise!,5
3033,Can't stop smiling today!,1
3034,I can't believe this is happening!,3
3035,I can't stop crying.,0
3036,I'm about to explode with anger.,3
3037,"I can't breathe, I'm so scared.",4
3038,"I can't breathe, I'm so scared.",4
3039,So angry I could scream!,3
3040,This has blown my mind!,5
3041,I'm about to explode with anger.,3
3042,You complete me.,2
3043,Everything feels grey today.,0
3044,I can't believe this is happening!,3
3045,I can't take this anymore!,3
3046,Life just feels so unfair right now.,0
3047,I'm so frustrated right now!,3
3048,Why does fear control me like this?,4
3049,"I can't breathe, I'm so scared.",4
3050,Feeling on top of the world!,1
3051,I'm so grateful for everything!,1
3052,People are just the worst sometimes!,3
3053,My heart is so full of love.,2
3054,"I can't breathe, I'm so scared.",4
3055,So angry I could scream!,3
3056,Happiness is all around!,1
3057,What a shock!,5
3058,Why does everything feel so hopeless?,0
3059,Everything is just perfect.,1
3060,Love makes everything better.,2
3061,I can't imagine life without you.,2
3062,"I can't breathe, I'm so scared.",4
3063,You complete me.,2
3064,"I don't know what to do, I'm so afraid.",4
3065,I love you more than words can say.,2
3066,Love is the best feeling.,2
3067,I'm so scared right now.,4
3068,I wish I could escape this sadness.,0
3069,"I don't know what to do, I'm so afraid.",4
3070,I'm about to explode with anger.,3
3071,"I don't know what to do, I'm so afraid.",4
3072,This is my worst nightmare.,4
3073,I'm speechless from this surprise!,5
3074,How can people be so inconsiderate?,3
3075,Totally caught off guard by this!,5
3076,I am so happy right now!,1
3077,Love is all we need.,2
3078,Surprised in the best way possible!,5
3079,I'm speechless from this surprise!,5
3080,Why does everything feel so hopeless?,0
3081,I wish I could escape this sadness.,0
3082,People are just the worst sometimes!,3
3083,Falling in love all over again.,2
3084,What a pleasant surprise!,5
3085,Falling in love all over again.,2
3086,I'm so frustrated right now!,3
3087,I'm so scared right now.,4
3088,I can't believe this is happening!,3
3089,Feeling so down today.,0
3090,I'm about to explode with anger.,3
3091,This is terrifying!,4
3092,Happiness is all around!,1
3093,I love you more than words can say.,2
3094,Everything is just perfect.,1
3095,What a wonderful day!,1
3096,Love is the best feeling.,2
3097,This is infuriating!,3
3098,This is infuriating!,3
3099,I'm feeling low.,0
3100,Falling in love all over again.,2
3101,I'm feeling low.,0
3102,I feel blessed!,1
3103,You mean the world to me.,2
3104,This is completely unexpected!,5
3105,Happiness is all around!,1
3106,I feel blessed!,1
3107,Everything feels grey today.,0
3108,I can't take this anymore!,3
3109,The fear is overwhelming.,4
3110,"I can't breathe, I'm so scared.",4
3111,My heart skips a beat every time I see you.,2
3112,What a shock!,5
3113,Life just feels so unfair right now.,0
3114,Everything is just perfect.,1
3115,I can't take this anymore!,3
3116,This is absolutely unacceptable!,3
3117,I wish I could escape this sadness.,0
3118,This has blown my mind!,5
3119,I wish I could escape this sadness.,0
3120,I can't imagine life without you.,2
3121,Totally caught off guard by this!,5
3122,I can't stop shaking from fear.,4
3123,So angry I could scream!,3
3124,I'm speechless from this surprise!,5
3125,I can't imagine life without you.,2
3126,I love you more than words can say.,2
3127,I love you more than words can say.,2
3128,Surprised in the best way possible!,5
3129,I never expected this outcome!,5
3130,Happiness is all around!,1
3131,I can't take this anymore!,3
3132,I feel blessed!,1
3133,I can't stop crying.,0
3134,I can't take this anymore!,3
3135,Life is beautiful!,1
3136,Everything is just perfect.,1
3137,I love you more than words can say.,2
3138,"I can't breathe, I'm so scared.",4
3139,This is absolutely unacceptable!,3
3140,"I don't know what to do, I'm so afraid.",4
3141,I can't believe this is happening!,3
3142,I'm so grateful for everything!,1
3143,Can't stop smiling today!,1
3144,Why does fear control me like this?,4
3145,Fear is taking over me.,4
3146,This is absolutely unacceptable!,3
3147,I never expected this outcome!,5
3148,Why does fear control me like this?,4
3149,So angry I could scream!,3
3150,My heart skips a beat every time I see you.,2
3151,I'm frozen in fear.,4
3152,I'm so scared right now.,4
3153,I'm about to explode with anger.,3
3154,You mean the world to me.,2
3155,I'm so grateful for everything!,1
3156,What a pleasant surprise!,5
3157,I'm about to explode with anger.,3
3158,Surprised in the best way possible!,5
3159,I'm so grateful for everything!,1
3160,This is beyond frustrating.,3
3161,What a shock!,5
3162,I am so happy right now!,1
3163,I wish I could escape this sadness.,0
3164,This is absolutely unacceptable!,3
3165,Today is an amazing day!,1
3166,I'm so scared right now.,4
3167,Things never go my way.,0
3168,I can't stop shaking from fear.,4
3169,Can't stop smiling today!,1
3170,I wish I could escape this sadness.,0
3171,I'm so frustrated right now!,3
3172,This is completely unexpected!,5
3173,I can't believe this is happening!,3
3174,I'm so grateful for everything!,1
3175,This is completely unexpected!,5
3176,I can't believe this is happening!,3
3177,Surprised in the best way possible!,5
3178,What a wonderful day!,1
3179,Life just feels so unfair right now.,0
3180,I can't stop crying.,0
3181,I can't believe this just happened!,5
3182,"I don't know what to do, I'm so afraid.",4
3183,I can't imagine life without you.,2
3184,Totally caught off guard by this!,5
3185,I wish I could escape this sadness.,0
3186,Missing those happy times.,0
3187,I'm about to explode with anger.,3
3188,This is infuriating!,3
3189,I'm about to explode with anger.,3
3190,Why does everything feel so hopeless?,0
3191,"Wow, I didn't see that coming!",5
3192,Everything feels grey today.,0
3193,How can people be so inconsiderate?,3
3194,I'm about to explode with anger.,3
3195,My heart is so full of love.,2
3196,I wish I could escape this sadness.,0
3197,I'm so frustrated right now!,3
3198,This is beyond frustrating.,3
3199,I can't believe this just happened!,5
3200,I can't imagine life without you.,2
3201,I never expected this outcome!,5
3202,All I feel is emptiness.,0
3203,I feel blessed!,1
3204,I can't believe this just happened!,5
3205,Happiness is all around!,1
3206,I'm frozen in fear.,4
3207,This has blown my mind!,5
3208,What a shock!,5
3209,I love you more than words can say.,2
3210,Today is an amazing day!,1
3211,Missing those happy times.,0
3212,"I don't know what to do, I'm so afraid.",4
3213,This is terrifying!,4
3214,I'm so frustrated right now!,3
3215,You mean the world to me.,2
3216,I can't stop crying.,0
3217,Happiness is all around!,1
3218,"Wow, I didn't see that coming!",5
3219,Missing those happy times.,0
3220,This is beyond frustrating.,3
3221,Why does fear control me like this?,4
3222,I'm about to explode with anger.,3
3223,All I feel is emptiness.,0
3224,I can't believe this just happened!,5
3225,Everything feels grey today.,0
3226,Feeling on top of the world!,1
3227,The fear is overwhelming.,4
3228,So angry I could scream!,3
3229,"Wow, I didn't see that coming!",5
3230,This is infuriating!,3
3231,Things never go my way.,0
3232,Today is an amazing day!,1
3233,"Wow, I didn't see that coming!",5
3234,Why does fear control me like this?,4
3235,I never expected this outcome!,5
3236,All I feel is emptiness.,0
3237,Can't stop smiling today!,1
3238,This is infuriating!,3
3239,The fear is overwhelming.,4
3240,Love is the best feeling.,2
3241,This is completely unexpected!,5
3242,This has blown my mind!,5
3243,"I can't breathe, I'm so scared.",4
3244,This is terrifying!,4
3245,Love is all we need.,2
3246,I can't believe this is happening!,3
3247,Life is beautiful!,1
3248,This is beyond frustrating.,3
3249,This is my worst nightmare.,4
3250,I'm so grateful for everything!,1
3251,People are just the worst sometimes!,3
3252,So angry I could scream!,3
3253,Love is the best feeling.,2
3254,I feel blessed!,1
3255,I'm so scared right now.,4
3256,My heart skips a beat every time I see you.,2
3257,Life just feels so unfair right now.,0
3258,Falling in love all over again.,2
3259,"I don't know what to do, I'm so afraid.",4
3260,Love is all we need.,2
3261,Surprised in the best way possible!,5
3262,You mean the world to me.,2
3263,This is beyond frustrating.,3
3264,I can't stop crying.,0
3265,Fear is taking over me.,4
3266,I can't take this anymore!,3
3267,This is infuriating!,3
3268,"I don't know what to do, I'm so afraid.",4
3269,Missing those happy times.,0
3270,I can't stop crying.,0
3271,"I can't breathe, I'm so scared.",4
3272,This is terrifying!,4
3273,Feeling so down today.,0
3274,I'm so grateful for everything!,1
3275,Life just feels so unfair right now.,0
3276,I wish I could escape this sadness.,0
3277,Everything feels grey today.,0
3278,You mean the world to me.,2
3279,What a shock!,5
3280,Things never go my way.,0
3281,I can't believe this is happening!,3
3282,Why does everything feel so hopeless?,0
3283,This is my worst nightmare.,4
3284,I can't stop crying.,0
3285,This is terrifying!,4
3286,"Wow, I didn't see that coming!",5
3287,This is my worst nightmare.,4
3288,I can't believe this just happened!,5
3289,I wish I could escape this sadness.,0
3290,You mean the world to me.,2
3291,I'm so scared right now.,4
3292,I'm so frustrated right now!,3
3293,Fear is taking over me.,4
3294,I am so happy right now!,1
3295,"Wow, I didn't see that coming!",5
3296,This is terrifying!,4
3297,This is beyond frustrating.,3
3298,This is terrifying!,4
3299,What a pleasant surprise!,5
3300,Things never go my way.,0
3301,My heart is so full of love.,2
3302,"Wow, I didn't see that coming!",5
3303,Why does everything feel so hopeless?,0
3304,Totally caught off guard by this!,5
3305,Happiness is all around!,1
3306,This is my worst nightmare.,4
3307,This is my worst nightmare.,4
3308,Life is beautiful!,1
3309,I'm about to explode with anger.,3
3310,Everything feels grey today.,0
3311,I'm speechless from this surprise!,5
3312,I'm speechless from this surprise!,5
3313,The fear is overwhelming.,4
3314,I can't imagine life without you.,2
3315,I can't take this anymore!,3
3316,This is infuriating!,3
3317,This is my worst nightmare.,4
3318,This is terrifying!,4
3319,You complete me.,2
3320,Falling in love all over again.,2
3321,Things never go my way.,0
3322,I'm speechless from this surprise!,5
3323,This is terrifying!,4
3324,I wish I could escape this sadness.,0
3325,Surprised in the best way possible!,5
3326,Falling in love all over again.,2
3327,What a pleasant surprise!,5
3328,Falling in love all over again.,2
3329,Life is beautiful!,1
3330,Today is an amazing day!,1
3331,I'm so grateful for everything!,1
3332,Love is all we need.,2
3333,Feeling so down today.,0
3334,Life is beautiful!,1
3335,Love is the best feeling.,2
3336,This is infuriating!,3
3337,I never expected this outcome!,5
3338,Totally caught off guard by this!,5
3339,"Wow, I didn't see that coming!",5
3340,Love is the best feeling.,2
3341,I never expected this outcome!,5
3342,Everything feels grey today.,0
3343,This is infuriating!,3
3344,I wish I could escape this sadness.,0
3345,What a shock!,5
3346,This is infuriating!,3
3347,I can't believe this just happened!,5
3348,I am so happy right now!,1
3349,People are just the worst sometimes!,3
3350,I'm so grateful for everything!,1
3351,Feeling on top of the world!,1
3352,I never expected this outcome!,5
3353,Feeling so down today.,0
3354,I'm about to explode with anger.,3
3355,Love makes everything better.,2
3356,This is absolutely unacceptable!,3
3357,I am so happy right now!,1
3358,Today is an amazing day!,1
3359,My heart skips a beat every time I see you.,2
3360,My heart is so full of love.,2
3361,I can't stop crying.,0
3362,My heart skips a beat every time I see you.,2
3363,I can't stop shaking from fear.,4
3364,I can't believe this just happened!,5
3365,I can't believe this is happening!,3
3366,I can't take this anymore!,3
3367,This is my worst nightmare.,4
3368,People are just the worst sometimes!,3
3369,Totally caught off guard by this!,5
3370,My heart skips a beat every time I see you.,2
3371,This has blown my mind!,5
3372,This is completely unexpected!,5
3373,Everything is just perfect.,1
3374,Feeling so down today.,0
3375,"Wow, I didn't see that coming!",5
3376,Why does everything feel so hopeless?,0
3377,Feeling so down today.,0
3378,Love makes everything better.,2
3379,What a wonderful day!,1
3380,Feeling on top of the world!,1
3381,Can't stop smiling today!,1
3382,I can't believe this just happened!,5
3383,Why does fear control me like this?,4
3384,My heart is so full of love.,2
3385,Love is all we need.,2
3386,What a pleasant surprise!,5
3387,You mean the world to me.,2
3388,I'm so scared right now.,4
3389,Today is an amazing day!,1
3390,Totally caught off guard by this!,5
3391,This has blown my mind!,5
3392,I'm about to explode with anger.,3
3393,What a pleasant surprise!,5
3394,Love makes everything better.,2
3395,What a wonderful day!,1
3396,I'm frozen in fear.,4
3397,This is terrifying!,4
3398,My heart is so full of love.,2
3399,Happiness is all around!,1
3400,Totally caught off guard by this!,5
3401,My heart is so full of love.,2
3402,I'm about to explode with anger.,3
3403,Fear is taking over me.,4
3404,Everything feels grey today.,0
3405,I can't believe this is happening!,3
3406,So angry I could scream!,3
3407,I'm about to explode with anger.,3
3408,Life just feels so unfair right now.,0
3409,I'm feeling low.,0
3410,Missing those happy times.,0
3411,Life is beautiful!,1
3412,My heart is so full of love.,2
3413,I am so happy right now!,1
3414,Can't stop smiling today!,1
3415,This is absolutely unacceptable!,3
3416,I'm so frustrated right now!,3
3417,I never expected this outcome!,5
3418,I never expected this outcome!,5
3419,Love makes everything better.,2
3420,What a wonderful day!,1
3421,I'm speechless from this surprise!,5
3422,This is terrifying!,4
3423,People are just the worst sometimes!,3
3424,Everything feels grey today.,0
3425,I can't take this anymore!,3
3426,I am so happy right now!,1
3427,Fear is taking over me.,4
3428,"I can't breathe, I'm so scared.",4
3429,I can't believe this is happening!,3
3430,Why does everything feel so hopeless?,0
3431,Feeling on top of the world!,1
3432,I can't stop crying.,0
3433,Missing those happy times.,0
3434,You mean the world to me.,2
3435,I'm feeling low.,0
3436,I'm so scared right now.,4
3437,Surprised in the best way possible!,5
3438,I'm so scared right now.,4
3439,This has blown my mind!,5
3440,Totally caught off guard by this!,5
3441,I'm speechless from this surprise!,5
3442,Why does fear control me like this?,4
3443,All I feel is emptiness.,0
3444,This is absolutely unacceptable!,3
3445,So angry I could scream!,3
3446,I can't believe this just happened!,5
3447,Life just feels so unfair right now.,0
3448,I can't believe this is happening!,3
3449,I'm frozen in fear.,4
3450,This is my worst nightmare.,4
3451,Fear is taking over me.,4
3452,The fear is overwhelming.,4
3453,Feeling on top of the world!,1
3454,I can't stop shaking from fear.,4
3455,Love makes everything better.,2
3456,Everything feels grey today.,0
3457,This is my worst nightmare.,4
3458,I can't take this anymore!,3
3459,What a wonderful day!,1
3460,Everything feels grey today.,0
3461,I'm speechless from this surprise!,5
3462,Totally caught off guard by this!,5
3463,I can't believe this is happening!,3
3464,My heart is so full of love.,2
3465,I'm about to explode with anger.,3
3466,"I can't breathe, I'm so scared.",4
3467,I'm so grateful for everything!,1
3468,My heart skips a beat every time I see you.,2
3469,I never expected this outcome!,5
3470,I wish I could escape this sadness.,0
3471,I'm so scared right now.,4
3472,This is completely unexpected!,5
3473,The fear is overwhelming.,4
3474,I never expected this outcome!,5
3475,Totally caught off guard by this!,5
3476,"I don't know what to do, I'm so afraid.",4
3477,I'm feeling low.,0
3478,I can't believe this is happening!,3
3479,Feeling so down today.,0
3480,Love is all we need.,2
3481,I wish I could escape this sadness.,0
3482,I can't believe this just happened!,5
3483,I'm frozen in fear.,4
3484,I can't imagine life without you.,2
3485,I can't stop crying.,0
3486,People are just the worst sometimes!,3
3487,This has blown my mind!,5
3488,I'm feeling low.,0
3489,This is beyond frustrating.,3
3490,You complete me.,2
3491,What a pleasant surprise!,5
3492,This is my worst nightmare.,4
3493,What a pleasant surprise!,5
3494,Everything is just perfect.,1
3495,I love you more than words can say.,2
3496,So angry I could scream!,3
3497,You complete me.,2
3498,I feel blessed!,1
3499,Today is an amazing day!,1
3500,Why does fear control me like this?,4
3501,Life just feels so unfair right now.,0
3502,This has blown my mind!,5
3503,This is completely unexpected!,5
3504,What a shock!,5
3505,All I feel is emptiness.,0
3506,This is absolutely unacceptable!,3
3507,I'm so frustrated right now!,3
3508,I love you more than words can say.,2
3509,I can't believe this just happened!,5
3510,Love makes everything better.,2
3511,"I can't breathe, I'm so scared.",4
3512,Things never go my way.,0
3513,People are just the worst sometimes!,3
3514,Life is beautiful!,1
3515,Love is all we need.,2
3516,Missing those happy times.,0
3517,This is terrifying!,4
3518,I'm speechless from this surprise!,5
3519,I'm so grateful for everything!,1
3520,I'm speechless from this surprise!,5
3521,Things never go my way.,0
3522,I love you more than words can say.,2
3523,"Wow, I didn't see that coming!",5
3524,I can't believe this just happened!,5
3525,All I feel is emptiness.,0
3526,Happiness is all around!,1
3527,Things never go my way.,0
3528,Everything feels grey today.,0
3529,I'm speechless from this surprise!,5
3530,Life is beautiful!,1
3531,Fear is taking over me.,4
3532,This is completely unexpected!,5
3533,I can't take this anymore!,3
3534,Feeling so down today.,0
3535,Why does fear control me like this?,4
3536,This has blown my mind!,5
3537,Can't stop smiling today!,1
3538,What a shock!,5
3539,Why does everything feel so hopeless?,0
3540,Everything is just perfect.,1
3541,This is terrifying!,4
3542,This is terrifying!,4
3543,The fear is overwhelming.,4
3544,Love is all we need.,2
3545,Life is beautiful!,1
3546,I can't believe this just happened!,5
3547,I can't take this anymore!,3
3548,I am so happy right now!,1
3549,My heart is so full of love.,2
3550,Life just feels so unfair right now.,0
3551,People are just the worst sometimes!,3
3552,Everything is just perfect.,1
3553,"Wow, I didn't see that coming!",5
3554,This is infuriating!,3
3555,Life just feels so unfair right now.,0
3556,Surprised in the best way possible!,5
3557,I love you more than words can say.,2
3558,I'm so frustrated right now!,3
3559,People are just the worst sometimes!,3
3560,"I can't breathe, I'm so scared.",4
3561,I'm about to explode with anger.,3
3562,Feeling so down today.,0
3563,Feeling on top of the world!,1
3564,Everything is just perfect.,1
3565,Life is beautiful!,1
3566,"I can't breathe, I'm so scared.",4
3567,What a wonderful day!,1
3568,I feel blessed!,1
3569,Why does everything feel so hopeless?,0
3570,Missing those happy times.,0
3571,All I feel is emptiness.,0
3572,What a wonderful day!,1
3573,I can't take this anymore!,3
3574,This is completely unexpected!,5
3575,This is terrifying!,4
3576,Today is an amazing day!,1
3577,Can't stop smiling today!,1
3578,Why does fear control me like this?,4
3579,Today is an amazing day!,1
3580,Life is beautiful!,1
3581,Feeling on top of the world!,1
3582,Why does fear control me like this?,4
3583,I love you more than words can say.,2
3584,My heart skips a beat every time I see you.,2
3585,Today is an amazing day!,1
3586,Missing those happy times.,0
3587,Everything feels grey today.,0
3588,I feel blessed!,1
3589,This is infuriating!,3
3590,I am so happy right now!,1
3591,Love makes everything better.,2
3592,People are just the worst sometimes!,3
3593,Life just feels so unfair right now.,0
3594,I'm frozen in fear.,4
3595,Why does fear control me like this?,4
3596,Today is an amazing day!,1
3597,This is absolutely unacceptable!,3
3598,Surprised in the best way possible!,5
3599,Things never go my way.,0
3600,I feel blessed!,1
3601,My heart is so full of love.,2
3602,Why does everything feel so hopeless?,0
3603,My heart is so full of love.,2
3604,How can people be so inconsiderate?,3
3605,My heart skips a beat every time I see you.,2
3606,I can't believe this just happened!,5
3607,What a pleasant surprise!,5
3608,"Wow, I didn't see that coming!",5
3609,I'm so scared right now.,4
3610,Why does everything feel so hopeless?,0
3611,This has blown my mind!,5
3612,I can't believe this just happened!,5
3613,You complete me.,2
3614,What a wonderful day!,1
3615,Feeling on top of the world!,1
3616,I can't stop crying.,0
3617,Missing those happy times.,0
3618,Missing those happy times.,0
3619,The fear is overwhelming.,4
3620,I'm so scared right now.,4
3621,I can't stop shaking from fear.,4
3622,Why does fear control me like this?,4
3623,Everything is just perfect.,1
3624,I can't stop shaking from fear.,4
3625,Fear is taking over me.,4
3626,This is absolutely unacceptable!,3
3627,Everything is just perfect.,1
3628,Happiness is all around!,1
3629,I can't stop crying.,0
3630,The fear is overwhelming.,4
